,Date,High,Low,Open,Close,Volume,Adj Close,Daily Growth,LabeledY1,LabeledY2,title_score1,abs_score1,title_score2,abs_score2,title_polarity,title_subjectivity,abs_polarity,abs_subjectivity
35,2016-11-14,2171.360107421875,2156.080078125,2165.639892578125,2164.199951171875,5367200000,2164.199951171875,-0.0006649034362475638,0,0,-0.9633,-0.9003,-0.5859,-0.9875,0.043340423943872206,0.3063181071801763,0.020556152976535128,0.3919011084456943
36,2016-11-15,2180.840087890625,2166.3798828125,2168.2900390625,2180.389892578125,4543860000,2180.389892578125,0.0055803666934044465,0,1,-0.9962,-0.9731,-0.9964,-0.9873,0.01778796739323056,0.456330409356725,0.01679331873934146,0.39760519310235215
37,2016-11-16,2179.219970703125,2172.199951171875,2177.530029296875,2176.93994140625,3830590000,2176.93994140625,-0.00027098955361618574,0,0,0.9679,0.9993,0.296,0.9829,0.04291657495047329,0.4059406412796244,0.04293457834155509,0.4264169115767952
38,2016-11-17,2188.06005859375,2176.64990234375,2178.610107421875,2187.1201171875,3809160000,2187.1201171875,0.0039061646398471828,0,1,0.9977,0.9995,0.9946,0.9869,0.12056626169529393,0.3706762323697809,0.04626562527164937,0.4472885698638711
39,2016-11-18,2189.889892578125,2180.3798828125,2186.85009765625,2181.89990234375,3572400000,2181.89990234375,-0.0022636189457180245,0,0,0.987,0.9999,0.8979,0.9979,0.050321836633312036,0.4245885671705345,0.04304738800525318,0.4237153436451189
40,2016-11-21,2198.699951171875,2186.429931640625,2186.429931640625,2198.179931640625,3607010000,2198.179931640625,0.005374057421169307,0,1,-0.9662,0.9994,-0.701,0.9969,0.09001551907212285,0.3777497345421873,0.0682725018037518,0.4140209686147185
41,2016-11-22,2204.800048828125,2194.510009765625,2201.56005859375,2202.93994140625,3957940000,2202.93994140625,0.0006267750030773189,0,0,-0.8141,0.9992,-0.801,0.9919,-0.0014929911358482716,0.4111945990517419,0.03959689330277564,0.4344149282090458
42,2016-11-23,2204.719970703125,2194.510009765625,2198.550048828125,2204.719970703125,3418640000,2204.719970703125,0.002806359526947637,0,0,-0.4503,0.9989,-0.4215,0.8729,0.0998569264069264,0.4554147186147187,0.06622255994596421,0.4804380686295581
43,2016-11-25,2213.35009765625,2206.27001953125,2206.27001953125,2213.35009765625,1584600000,2213.35009765625,0.0032090714474306515,0,1,0.981,0.9625,0.9477,0.9923,0.11134537337662337,0.3639116612554113,0.10222240005690712,0.4556522468142188
44,2016-11-28,2211.139892578125,2200.360107421875,2210.2099609375,2201.719970703125,3505650000,2201.719970703125,-0.00384125960176825,0,-1,0.9808,0.9985,0.9682,0.9919,0.05670421415319376,0.2823959713755632,0.03967393383056034,0.40565571978222575
45,2016-11-29,2210.4599609375,2198.14990234375,2200.760009765625,2204.659912109375,3706560000,2204.659912109375,0.001772070705776469,0,0,0.9879,0.9993,0.9247,0.9956,0.061452807755624665,0.3878071459057375,0.040745807016298825,0.4378962931421947
46,2016-11-30,2214.10009765625,2198.81005859375,2204.969970703125,2198.81005859375,5533980000,2198.81005859375,-0.002793648979904573,0,-1,-0.9762,0.9952,-0.9485,-0.7595,0.003798520923520925,0.4593237734487733,0.03761528822055138,0.45235651629072704
47,2016-12-01,2202.60009765625,2187.43994140625,2200.169921875,2191.080078125,5063740000,2191.080078125,-0.0041314280590898965,0,-1,0.828,0.9982,0.8907,-0.7717,0.10873709623709624,0.4469014319014319,0.0412343770280278,0.4441506156982347
48,2016-12-02,2197.949951171875,2188.3701171875,2191.1201171875,2191.949951171875,3779500000,2191.949951171875,0.00037872592098700937,0,0,0.4662,0.9684,0.3976,-0.9927,0.06909869370395688,0.3694322928533455,0.0591647856112142,0.3966532158317871
49,2016-12-05,2209.419921875,2199.969970703125,2200.64990234375,2204.7099609375,3895230000,2204.7099609375,0.001844936166096175,0,0,-0.9899,-0.997,-0.9652,-0.9916,-0.019146263572493084,0.3145670995670997,0.006114655693144072,0.4101923093056812
50,2016-12-06,2212.780029296875,2202.2099609375,2207.260009765625,2212.22998046875,3855320000,2212.22998046875,0.0022516471467503864,0,0,-0.5299,0.9940000000000001,0.296,0.8597,0.08276668804446582,0.3935393618726951,0.043939611477299904,0.4190650764645741
51,2016-12-07,2241.6298828125,2208.929931640625,2210.719970703125,2241.35009765625,4501820000,2241.35009765625,0.013855272200478205,1,1,0.9911,0.9995,0.9716,0.9929,0.05735265602453105,0.38456879058441545,0.02804810004810004,0.4421454101454101
52,2016-12-08,2251.68994140625,2237.570068359375,2241.1298828125,2246.18994140625,4200580000,2246.18994140625,0.002257815860007137,0,0,0.9961,0.9996,0.5859,0.9786,0.03962033337033336,0.3744477744477744,0.0095110795797609,0.4173626876786217
53,2016-12-09,2259.800048828125,2249.22998046875,2249.72998046875,2259.530029296875,3884480000,2259.530029296875,0.004356100026761024,0,1,0.987,0.9987,0.9531,0.1956,0.03532290114257328,0.4969051167411822,0.03516100076394193,0.4477920184390773
54,2016-12-12,2264.030029296875,2252.3701171875,2258.830078125,2256.9599609375,4034510000,2256.9599609375,-0.0008279140629525966,0,0,0.9871,0.9986,0.4215,-0.9127,0.08282460594960597,0.3599340243090243,0.026176489202805,0.4338351771685104
55,2016-12-13,2277.530029296875,2263.320068359375,2263.320068359375,2271.719970703125,3857590000,2271.719970703125,0.003711318810440665,0,1,-0.5707,-0.2665,-0.4404,-0.9934,0.005635165211436403,0.4040035952747816,0.010657770260042993,0.4396787776617321
56,2016-12-14,2276.199951171875,2248.43994140625,2268.35009765625,2253.280029296875,4406970000,2253.280029296875,-0.006643625415206408,-1,-1,0.9971,0.9996,0.9876,0.9902,0.03839569866967128,0.3711565261222795,0.0803939578939579,0.4057800532800532
57,2016-12-15,2272.1201171875,2253.77001953125,2253.77001953125,2262.030029296875,4168200000,2262.030029296875,0.0036649745511048,0,1,0.9940000000000001,0.9992,0.9758,0.9048,0.058835436863605865,0.4209493323577831,0.02865162459263582,0.42008250644486606
58,2016-12-16,2268.050048828125,2254.239990234375,2266.81005859375,2258.070068359375,5920340000,2258.070068359375,-0.003855634132749961,0,-1,0.4306,0.9971,-0.4295,0.9944,0.08664155844155845,0.4307123376623376,0.06798236017561171,0.4533093082786334
59,2016-12-19,2267.469970703125,2258.2099609375,2259.239990234375,2262.530029296875,3248370000,2262.530029296875,0.001456259218463413,0,0,-0.7573,0.9994,-0.8934,0.9952,0.07361596736596734,0.3113053613053613,0.02836387232613645,0.394335266410738
60,2016-12-20,2272.56005859375,2266.139892578125,2266.5,2270.760009765625,3298780000,2270.760009765625,0.0018795542755901168,0,0,-0.9949,-0.9893,-0.9921,-0.8467,0.026307078044366182,0.35347225279428673,0.04003257060399917,0.4218250479679052
61,2016-12-21,2271.22998046875,2265.14990234375,2270.5400390625,2265.179931640625,2852230000,2265.179931640625,-0.002360719181190117,0,0,-0.9726,0.9976,-0.9349,-0.9231,0.03130391213724548,0.4642949334616001,0.013816532673675526,0.4069508348794061
62,2016-12-22,2263.179931640625,2256.080078125,2262.929931640625,2260.9599609375,2876320000,2260.9599609375,-0.000870539858782446,0,0,-0.9811,-0.9804,-0.9858,-0.9967,0.06351867541740958,0.3802407648610181,0.03836637254670042,0.4128554096177047
63,2016-12-23,2263.7900390625,2258.840087890625,2260.25,2263.7900390625,2020550000,2263.7900390625,0.0015662157117575489,0,0,-0.9806,-0.9785,-0.9136,-0.9874,0.05346801346801347,0.39732323232323213,0.035101190476190466,0.42739030612244894
64,2016-12-27,2273.820068359375,2266.14990234375,2266.22998046875,2268.8798828125,1987080000,2268.8798828125,0.0011692998356688804,0,0,0.9828,-0.9944,0.9678,-0.9772,0.04303679653679653,0.4070432900432901,0.030183006216840794,0.38907477234544896
65,2016-12-28,2271.31005859375,2249.110107421875,2270.22998046875,2249.919921875,2392360000,2249.919921875,-0.008946256004229334,-1,-1,-0.9002,-0.9613,-0.8979,-0.9829,-0.008545274170274175,0.5032981601731603,0.05495858824371222,0.42162617914684025
66,2016-12-29,2254.510009765625,2244.56005859375,2249.5,2249.260009765625,2336370000,2249.260009765625,-0.00010668603439653255,0,0,-0.9409,0.9975,-0.5719,-0.4804,-0.002710009288956657,0.367930461351514,0.06669460713578358,0.4183531882061293
67,2016-12-30,2253.580078125,2233.6201171875,2251.610107421875,2238.830078125,2670900000,2238.830078125,-0.0056759512913664755,-1,-1,0.9921,0.9993,0.9902,0.997,0.1246204758959861,0.3902531142327061,0.0936378066378066,0.4522630385487527
68,2017-01-03,2263.8798828125,2245.1298828125,2251.570068359375,2257.830078125,3770530000,2257.830078125,0.002780286455924691,0,0,-0.9875,-0.9708,-0.296,-0.6486,0.034054994388327715,0.3848787878787879,0.036776053923704935,0.3902711438449693
69,2017-01-04,2272.820068359375,2261.60009765625,2261.60009765625,2270.75,3764890000,2270.75,0.004045764922468946,0,1,-0.9791,0.9412,-0.9902,-0.9867,0.02134535005224659,0.4213140020898642,0.03801409238909243,0.4321963395400894
70,2017-01-05,2271.5,2260.449951171875,2268.179931640625,2269.0,3761820000,2269.0,0.0003615534852130652,0,0,-0.9754,0.3628,-0.9879,-0.9941,0.05813093051729416,0.4227708907254361,0.03037152805786347,0.43795537450816935
71,2017-01-06,2282.10009765625,2264.06005859375,2271.139892578125,2276.97998046875,3339890000,2276.97998046875,0.002571434683398353,0,0,0.9841,0.9988,-0.9022,-0.9538,-0.030999511241446717,0.3854899804496579,0.06259857761286332,0.42001304885590596
72,2017-01-09,2275.489990234375,2268.89990234375,2273.590087890625,2268.89990234375,3217610000,2268.89990234375,-0.0020628984845840995,0,0,0.991,0.9993,0.9836,0.9636,0.05422278338945006,0.4662107182940516,0.04413256554765987,0.420006125949522
73,2017-01-10,2279.27001953125,2265.27001953125,2269.719970703125,2268.89990234375,3638790000,2268.89990234375,-0.00036130816574740497,0,0,-0.951,0.9886,-0.4215,-0.8162,0.04638327721661056,0.3896035754369087,0.07141979232888326,0.4318767363172957
74,2017-01-11,2275.320068359375,2260.830078125,2268.60009765625,2275.320068359375,3620410000,2275.320068359375,0.002962166276051728,0,0,0.9968,0.9981,0.991,0.9744,0.04849440836940836,0.3930344967532468,0.049192484222604665,0.4319750430292599
75,2017-01-12,2271.780029296875,2254.25,2271.139892578125,2270.43994140625,3462130000,2270.43994140625,-0.0003081937727228408,0,0,-0.9924,0.9995,-0.9735,0.9765,0.013888056388056387,0.4213128538128537,0.018326668945089997,0.4230158920027342
76,2017-01-13,2278.679931640625,2271.510009765625,2272.739990234375,2274.639892578125,3081270000,2274.639892578125,0.0008359523535088031,0,0,0.9666,0.9987,0.5859,-0.6637,-0.023172928262213968,0.4060888218923933,0.0069010036776534275,0.4271590352681724
77,2017-01-17,2272.080078125,2262.81005859375,2269.139892578125,2267.889892578125,3584990000,2267.889892578125,-0.000550869518485169,0,0,0.9765,0.9991,0.9894,-0.9826,0.09354437229437228,0.3566484036796537,0.035392623249766095,0.3970130281806105
78,2017-01-18,2272.010009765625,2263.35009765625,2269.139892578125,2271.889892578125,3315250000,2271.889892578125,0.001211912940667372,0,0,0.9774,0.9998,0.9643,0.9974,0.001859597833623812,0.4476873559341092,0.057765265899412235,0.4464344842149722
79,2017-01-19,2274.330078125,2258.409912109375,2271.89990234375,2263.68994140625,3165970000,2263.68994140625,-0.003613698353976949,0,-1,-0.755,0.9852,-0.9382,-0.9715,0.03708152958152959,0.3877164502164501,-0.0018041089823267991,0.4384907955081222
80,2017-01-20,2276.9599609375,2265.010009765625,2269.9599609375,2271.31005859375,3524970000,2271.31005859375,0.0005947671674756791,0,0,-0.7473,0.9993,-0.875,0.7951,0.0765909090909091,0.3938927738927739,0.06216840648802675,0.4049671214861088
81,2017-01-23,2271.780029296875,2257.02001953125,2267.780029296875,2265.199951171875,3152710000,2265.199951171875,-0.001137710929485499,0,0,-0.8737,0.9991,0.891,0.9836,0.012844574780058656,0.41156716938975,0.04935838950079455,0.4283379911228012
82,2017-01-24,2284.6298828125,2266.679931640625,2267.8798828125,2280.070068359375,3810960000,2280.070068359375,0.005375146029232113,0,1,0.9959,0.9997,0.9844,0.9955,0.06617352773013149,0.3494568324757004,0.04113194497809882,0.4133792489561719
83,2017-01-25,2299.550048828125,2288.8798828125,2288.8798828125,2298.3701171875,3846020000,2298.3701171875,0.004146235215864064,0,1,0.9972,0.9994,0.986,0.9949,0.057846433080808064,0.4519330018939393,0.05601935957427287,0.4202353426919903
84,2017-01-26,2300.989990234375,2294.080078125,2298.6298828125,2296.679931640625,3610360000,2296.679931640625,-0.0008483101983730968,0,0,0.9719,0.9994,-0.986,-0.0699,0.08990857946554147,0.4236437613019891,0.034434440130316414,0.4200928839202036
85,2017-01-27,2299.02001953125,2291.6201171875,2299.02001953125,2294.68994140625,3135890000,2294.68994140625,-0.0018834451584648945,0,0,0.9690000000000001,0.9993,0.9802,0.9763,0.08865901875901873,0.4274528138528138,0.01526433353468237,0.4109670416792509
86,2017-01-30,2286.010009765625,2268.0400390625,2286.010009765625,2280.89990234375,3591270000,2280.89990234375,-0.002235382784871934,0,0,-0.998,-0.9958,-0.9952,-0.9919,0.019729240456513183,0.4019138134592679,0.017874222827926528,0.4147085065140619
87,2017-01-31,2279.090087890625,2267.2099609375,2274.02001953125,2278.8701171875,4087450000,2278.8701171875,0.0021328297968325554,0,0,0.963,0.9916,-0.9169,-0.9969,-0.02052767939131575,0.3866958546504001,0.019630660344946076,0.4419070165945166
88,2017-02-01,2289.139892578125,2272.43994140625,2285.590087890625,2279.550048828125,3916610000,2279.550048828125,-0.002642660682902402,0,0,0.9325,0.9992,-0.9774,0.991,0.021890209602074023,0.4032247413603346,0.039669696969696966,0.4407069264069264
89,2017-02-02,2283.969970703125,2271.64990234375,2276.68994140625,2280.85009765625,3807710000,2280.85009765625,0.0018272827469121167,0,0,0.9808,0.9996,-0.8901,0.9778,0.041010101010101024,0.39118564993564986,0.018004135926671126,0.4156254191817573
90,2017-02-03,2298.31005859375,2287.8798828125,2288.5400390625,2297.419921875,3597970000,2297.419921875,0.0038801518264620976,0,1,0.9883,0.9858,-0.8591,0.0202,0.13775452942119604,0.3703443161776495,0.055168551878229284,0.4438933808127357
91,2017-02-06,2296.179931640625,2288.570068359375,2294.280029296875,2292.56005859375,3109050000,2292.56005859375,-0.0007496777556190981,0,0,0.9896,0.9997,-0.128,0.9871,0.043982683982683984,0.4580020871985157,0.05802551756633392,0.4056372274739621
92,2017-02-07,2299.39990234375,2290.159912109375,2295.8701171875,2293.080078125,3448690000,2293.080078125,-0.001215242552970666,0,0,-0.7901,0.8113,-0.9682,-0.9921,-0.012844655344655342,0.336479353979354,0.0365558910304133,0.41796647089640704
93,2017-02-08,2295.909912109375,2285.3798828125,2289.550048828125,2294.669921875,3609740000,2294.669921875,0.002236191800871764,0,0,-0.9975,0.9728,-0.9882,-0.9508,-0.023539944903581283,0.3864974419519873,0.05061341211341211,0.4010053820053821
94,2017-02-09,2311.080078125,2296.610107421875,2296.699951171875,2307.8701171875,3677940000,2307.8701171875,0.004863572191885797,0,1,0.9956,0.9966,-0.9526,0.935,0.02049986471861473,0.3553990800865801,0.05711162646876933,0.4385832474403904
95,2017-02-10,2319.22998046875,2311.10009765625,2312.27001953125,2316.10009765625,3475020000,2316.10009765625,0.0016564147321239085,0,0,0.2256,0.9996,-0.866,0.9981,0.008946412173684908,0.3482016922471469,0.025896128137507458,0.4347001721139652
96,2017-02-13,2331.580078125,2321.419921875,2321.719970703125,2328.25,3349730000,2328.25,0.002812582645312477,0,0,-0.9848,-0.9955,-0.9846,-0.9846,0.07554088504088505,0.4153946608946609,0.0572521568266249,0.4106164993399034
97,2017-02-14,2337.580078125,2322.169921875,2326.1201171875,2337.580078125,3520910000,2337.580078125,0.004926641944594065,0,1,-0.9932,0.9999,-0.6369,0.9956,0.01208298947429382,0.41498571476832335,0.05212506516171438,0.4266674991674993
98,2017-02-15,2351.300048828125,2334.81005859375,2335.580078125,2349.25,3775590000,2349.25,0.005852902241730967,0,1,0.9874,0.9987,0.6326,-0.9366,0.02372594997594998,0.3478078403078403,0.04239264300761627,0.4042732134175984
99,2017-02-16,2351.31005859375,2338.8701171875,2349.639892578125,2347.219970703125,3672370000,2347.219970703125,-0.0010299118101645603,0,0,-0.8623,0.9997,-0.8607,0.9922,0.03120333772507685,0.40168768429637997,0.07677627790928288,0.4437053340747924
100,2017-02-17,2351.159912109375,2339.580078125,2343.010009765625,2351.159912109375,3513060000,2351.159912109375,0.0034783898958098123,0,1,0.9774,0.9993,0.4939,0.9975,0.051465350126064416,0.4026779767851196,0.06763675315822558,0.469611717525828
101,2017-02-21,2366.7099609375,2354.909912109375,2354.909912109375,2365.3798828125,3579780000,2365.3798828125,0.004446017509751225,0,1,0.7025,0.9988,0.7506,0.9595,0.05342197485054628,0.3453291417577131,0.019939081289081284,0.42402568542568536
102,2017-02-22,2365.1298828125,2358.340087890625,2361.110107421875,2362.820068359375,3468670000,2362.820068359375,0.0007242190578596638,0,0,0.9826,0.9995,0.8867,0.9363,0.0334853638425067,0.4543427471998902,0.06822251979031642,0.440130379664278
103,2017-02-23,2368.260009765625,2355.090087890625,2367.5,2363.81005859375,4015260000,2363.81005859375,-0.0015585813753959876,0,0,0.9735,0.9935,-0.9657,0.9367,0.027052077275957886,0.3760557601602378,0.045508991310621735,0.4090497953133821
104,2017-02-24,2367.340087890625,2352.8701171875,2355.72998046875,2367.340087890625,3831570000,2367.340087890625,0.004928454244813231,0,1,-0.7383,-0.9974,-0.9876,-0.9908,0.03036556036556037,0.3853631553631553,0.04234668109668111,0.3974929846576188
105,2017-02-27,2371.5400390625,2361.8701171875,2365.22998046875,2369.75,3582610000,2369.75,0.0019110274977802394,0,0,0.7884,0.9888,-0.9627,-0.9854,0.02254591368227731,0.4161330840876296,0.019145422286047285,0.4116116851898101
106,2017-02-28,2367.7900390625,2358.9599609375,2366.080078125,2363.639892578125,4210140000,2363.639892578125,-0.0010313199326747744,0,0,0.9312,0.9993,-0.9435,0.9929,0.020329811431506348,0.3811706654926992,0.045689667235121766,0.4429920634920633
107,2017-03-01,2400.97998046875,2380.1298828125,2380.1298828125,2395.9599609375,4345180000,2395.9599609375,0.006650930371200692,1,1,0.9943,0.9981,0.2023,0.6734,0.041189393939393935,0.3724090909090909,0.03363462530560976,0.4258605858735392
108,2017-03-02,2394.75,2380.169921875,2394.75,2381.919921875,3821320000,2381.919921875,-0.005357585603925253,0,-1,0.9443,0.9984,0.9744,0.9934,0.020796606942440274,0.4715429593554592,0.04803253358959881,0.4505115099272707
109,2017-03-03,2383.889892578125,2375.389892578125,2380.919921875,2383.1201171875,3555260000,2383.1201171875,0.0009240946292588127,0,0,0.9355,0.7995,0.8126,-0.9841,0.05538797061524333,0.4041735537190082,0.020209489258785043,0.4320690811535881
